,text,term,polarity
973,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",dishes,-1
974,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,-1
975,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served,-1
976,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",bill,-1
977,Service is top notch.,Service,1
978,The food now is inconsistent.,food,-1
979,"You can also special order any kind of dumpling,etc.",dumpling,1
980,I was pretty much full after our fondue appetizer.,fondue appetizer,0
981,BE CAREFUL before you request extra spice.,spice,0
982,The octopus eaters were floored by the Octopus salad.,Octopus salad,1
983,We thought that this place is using too much of MSG cooking in the foods.,foods,-1
984,We thought that this place is using too much of MSG cooking in the foods.,MSG cooking,-1
985,And the Tom Kha soup was pathetic.,Tom Kha soup,-1
986,I started out with a Bombay beer which was big enough for two.,Bombay beer,1
987,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,1
988,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",dining hall,1
989,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,1
990,Service was quick.,Service,1
991,Drawbacks: service is slow and they don't toast!,service,-1
992,Went there for an office lunch.,office lunch,0
993,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,sweet lassi,1
994,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,lamb chettinad,1
995,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,garlic naan,1
996,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,rasamalai,-1
997,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",bistro fare,1
998,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",chef,1
999,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food,1
1000,The best thing I tasted were the lambchops.,lambchops,1
1001,The spicy tuna and salmon are the best we've ever had.,spicy tuna,1
1002,The spicy tuna and salmon are the best we've ever had.,salmon,1
1003,"Even though its good seafood, the prices are too high.",seafood,1
1004,"Even though its good seafood, the prices are too high.",prices,-1
1005,"In addition, the food is very good and the prices are reasonable.",food,1
1006,"In addition, the food is very good and the prices are reasonable.",prices,1
1007,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",owners,1
1008,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",hosts,1
1009,Been going here since it opened have seen the quality value decrease considerably.,quality value,-1
1010,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",Meat dishes,0
1011,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",vegetarian-friendly choices,1
1012,Reasonable prices.,prices,1
1013,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,amuse bouche,1
1014,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,dessert,1
1015,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,tables,1
1016,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,1
1017,"Try the crunchy tuna, it is to die for.",crunchy tuna,1
1018,It won't break the bank but I also wouldnt come back for the food.,food,-1
1019,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",sushi,1
1020,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,live entertainment,1
1021,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,special effects,1
1022,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,1
1023,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,1
1024,"No refills on fountain drinks, though.",fountain drinks,-1
1025,Wow over 100 beers to choose from.,beers,1
1026,Be careful of portions - they're HUGE.,portions,1
1027,"The Steak Tartare is a great bet, they fix it for you at the table.",Steak Tartare,1
1028,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,Crab Croquette apt,-1
1029,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,waiter,1
1030,Did I mention the wine?,wine,0
1031,"Plus, on Wednesday nights the house wine is unlimited!",house wine,1
